,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
2907,tm325650,King of Peking,MOVIE,"When home entertainment enters the market in 90s Beijing, a former projectionist ropes his young son into starting their own pirate movie company, but easy money comes with its own price tag.",2017,,88,"['drama', 'comedy']","['AU', 'US', 'CN']",,tt6406976,6.4,368.0,1.5490000000000002,6.2
2912,tm323300,Joshua: Teenager vs. Superpower,MOVIE,"When the Chinese Communist Party backtracks on its promise of autonomy to Hong Kong, teenager Joshua Wong decides to save his city. Rallying thousands of kids to skip school and occupy the streets, Joshua becomes an unlikely leader in Hong Kong and one of China’s most notorious dissidents.",2017,,78,['documentation'],['US'],,tt6333072,7.3,1554.0,3.08,7.2
2926,tm413266,Pup Star: World Tour,MOVIE,"PUP STAR is back, with an all-new movie that takes the popular singing dogs on trip around the world, where Tiny and friends find fantastic new songs and meet exciting new canine singers that prove music really is the universal language.",2018,G,87,"['music', 'comedy', 'family']","['JP', 'US', 'CA']",,tt7322864,3.8,208.0,4.533,5.7
2929,tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,Run-D.M.C. DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,2018,,58,"['music', 'documentation']",['US'],,tt9046560,6.5,786.0,1.705,6.5
2933,tm364525,Beat Bugs: All Together Now,MOVIE,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.",2017,,50,['animation'],['US'],,,,,2.312,5.5
2936,tm479734,Table Manners,MOVIE,"Family, food and love. Life's three courses made easy.",2018,,105,"['comedy', 'drama']","['CA', 'ZA']",,tt7385538,5.1,43.0,0.972,
2938,tm436704,Super Monsters Save Halloween,MOVIE,"It's Halloween in Pitchfork Pines, but the neighbors don't seem to be in the mood. Can the Super Monsters save their favorite holiday?",2018,,24,"['animation', 'family']",['US'],,tt9085726,5.4,27.0,2.752,7.3
2945,tm361161,DreamWorks Home: For the Holidays,MOVIE,"Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.",2017,PG-13,45,"['scifi', 'fantasy', 'animation', 'comedy', 'family']",['GB'],,tt7713204,4.8,149.0,5.629,5.2
2965,ts81828,True: Wonderful Wishes,SHOW,Do-gooding True and Bartleby will go anywhere to make wishes come true -- from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!,2018,TV-Y,24,['animation'],['US'],1.0,,,,1.96,
2969,tm478654,Salam - The First ****** Nobel Laureate,MOVIE,"""Salam"" is a feature length documentary about the Nobel prize winning Pakistani physicist, Abdus Salam. The film reveals the extraordinary life of the charismatic Abdus Salam, in all its color, vitality and tragedy. It is the story of a man who traversed two worlds with ease: one of science and religion, modernity and tradition, war and peace and obscurity and celebrity. When he won the Nobel prize in 1979, he became the very first Pakistani to achieve this distinction, and only the fourth from the subcontinent. Born in 1926 in a remote village in Punjab, British India, Salam was a child prodigy. He came from humble beginnings, growing up in a small brick house with a large family of eleven. While Salam's legacy looms large in the world of physics, he is largely forgotten in Pakistan because of his faith. Children do not read about him and he is still vilified and maligned by right wing clerics for being a ""Qadiani""-a derogatory term for someone belonging to the Ahmadiyya community. By telling this complex story of a man who due to extremism could not strengthen his people as he so deeply desired, the film draws attention to the state of affairs in the world today, where knowledge is sacrificed at the altar of ignorance and intolerance, depriving the coming generation of all that is precious.",2018,,75,['documentation'],['US'],,tt7904606,7.8,418.0,1.672,7.3
2974,tm321563,A Drowning Man,MOVIE,"Alone and far from home, The Kid makes his way through a strange city looking for the means to get through his day. Surrounded by predators he is forced to make compromises merely to survive, his life of exile grows one day longer.",2017,,15,['drama'],"['GB', 'DK', 'GR']",,,,,1.0390000000000001,5.6
2981,tm376709,Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,"Radio broadcaster, actress and comedian Jani Dueñas brings her acid sense of humor to this stand-up special as she pours out her feelings on issues that are all too universal, from aging to dieting to sex.",2018,,77,['comedy'],"['US', 'CL', 'MX']",,tt7607260,4.8,71.0,1.061,6.0
2988,ts81827,True: Magical Friends,SHOW,The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,2018,TV-Y,24,['animation'],['US'],1.0,,,,0.675,10.0
2991,tm369079,Todd Glass: Act Happy,MOVIE,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,2018,,62,['comedy'],['US'],,tt7752142,5.1,368.0,2.254,5.7
2995,tm441915,Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,"What happens when an entire town forgets the true spirit of the Christmas season? It’s up to Santa and a delightful cast of North Pole characters to help them remember! In this festive Elf Pets® animated special, Santa discovers there is not enough Christmas spirit for him to make Christmas magical. Thankfully, The Elf on the Shelf® Scout Elves, Santa’s special Elf Pets® St. Bernard pups and a big-hearted family join forces to help others remember the true meaning of Christmas and ensure another successful holiday season for Santa!",2018,G,26,"['animation', 'family', 'comedy', 'fantasy']",['US'],,tt9233904,5.3,95.0,1.6480000000000001,2.0
2998,tm368006,Harith Iskander: I Told You So,MOVIE,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, and Rick Astley.",2018,,61,['comedy'],['US'],,tt7902184,4.6,173.0,2.411,5.5
3002,ts78444,Luna Petunia Return to Amazia,SHOW,"Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends -- and a new pal from the Animal Empire.",2018,TV-Y,24,['animation'],['US'],2.0,tt7924854,4.8,47.0,2.75,6.0
3004,tm411528,Enissa Amani: Ehrenwort,MOVIE,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",2018,PG,65,"['comedy', 'european']",['US'],,tt8328418,5.5,194.0,1.143,5.6
3019,tm404610,Stretch Armstrong: The Breakout,MOVIE,"Villains are rampaging through Charter City and the Flex Fighters -- Jake, Ricardo and Nathan -- need your help to halt the chaos.",2018,,45,['animation'],['US'],,,,,1.18,6.0
3030,ts97584,Highland: Thailand's Marijuana Awakening,SHOW,"Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.",2017,TV-MA,20,['documentation'],['US'],1.0,tt7201224,6.2,24.0,0.6629999999999999,8.0
3033,tm430496,D.L. Hughley: Contrarian,MOVIE,"Comedian D.L. Hughley riffs on politics, ""Black Panther,"" his upbringing and more in a rapid-fire stand-up show at Philadelphia's Merriam Theater.",2018,,58,['comedy'],['US'],,tt8426270,6.5,610.0,2.29,5.2
3035,tm327636,Joe Mande's Award-Winning Comedy Special,MOVIE,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, ""Shark Tank,"" Jewish summer camp and much more.",2017,,66,"['comedy', 'documentation']",['US'],,tt7183876,6.1,509.0,2.079,6.3
3038,tm285712,Jen Kirkman: Just Keep Livin'?,MOVIE,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",2017,,69,['comedy'],['US'],,tt6386352,6.8,1290.0,1.9040000000000001,6.7
3042,ts76645,The Umbrella Academy,SHOW,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",2019,TV-14,50,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3.0,tt1312171,8.0,230211.0,388.952,8.7
3043,ts216746,The Secret of Skinwalker Ranch,SHOW,"A team of experts and scientists undertakes exhaustive research at Skinwalker Ranch, an infamous location for paranormal activity and UFO sightings.",2020,TV-PG,42,"['horror', 'reality', 'thriller', 'documentation']",['US'],3.0,tt10589968,6.0,2625.0,30.910999999999998,8.5
3044,ts89840,Virgin River,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019,TV-14,44,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0,169.37,8.033999999999999
3045,tm441050,The Gentlemen,MOVIE,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",2019,R,113,"['crime', 'action', 'comedy']","['US', 'GB']",,tt8367814,7.8,325385.0,67.919,7.687
3047,ts88361,"Love, Death & Robots",SHOW,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",2019,TV-MA,13,"['scifi', 'animation', 'thriller', 'horror', 'comedy', 'fantasy', 'drama', 'action']",['US'],3.0,tt9561862,8.4,131937.0,156.46,8.3
3048,ts87248,In the Dark,SHOW,"Murphy is a flawed and irreverent woman who just happens to be blind and is the only “witness” to the murder of her drug-dealing friend, Tyson. When the police dismiss her story, she sets out with her dog, Pretzel, to find the killer while also managing her colorful dating life and the job she hates at Breaking Blind — the guide-dog school owned by her overprotective parents.",2019,TV-14,41,"['drama', 'comedy', 'action', 'crime', 'horror']",['US'],4.0,tt7772602,7.5,11409.0,39.135999999999996,7.9
3050,ts80962,Tuca & Bertie,SHOW,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends -- and birds -- who guide each other through life's ups and downs.,2019,TV-MA,24,"['comedy', 'animation']",['US'],3.0,tt8036272,7.3,7023.0,18.246,7.2
3051,ts86497,Russian Doll,SHOW,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.,2019,TV-MA,28,"['comedy', 'drama']",['US'],2.0,tt7520794,7.8,91649.0,18.072,7.5
3052,ts254656,Jurassic World: Camp Cretaceous,SHOW,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,2020,TV-PG,24,"['action', 'animation', 'scifi', 'family']",['US'],5.0,tt10436228,7.5,8022.0,259.059,8.0
3053,ts57327,The Witcher,SHOW,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019,TV-MA,58,"['scifi', 'action', 'horror', 'drama', 'fantasy']",['US'],2.0,tt5180504,8.2,472202.0,101.869,8.244
3054,ts216679,Bridgerton,SHOW,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,TV-MA,62,"['drama', 'history', 'romance']",['US'],4.0,tt8740790,7.3,129085.0,106.118,8.2
3056,ts81007,After Life,SHOW,"Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on.",2019,TV-MA,28,"['comedy', 'drama']",['GB'],3.0,tt8398600,8.4,129243.0,19.930999999999997,7.843
3057,tm510203,A Call to Spy,MOVIE,"In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency - SOE - to recruit and train women as spies.",2019,PG-13,123,"['crime', 'drama', 'thriller', 'war', 'history']",['US'],,tt7698468,6.6,7091.0,11.78,6.8
3058,ts86912,Surviving R. Kelly,SHOW,"Celebrated as one of the greatest R&B singers of all time, R. Kelly’s genre defining career and playboy lifestyle has been riddled with rumors of abuse, predatory behavior, and pedophilia. Despite damning evidence and multiple witnesses, to date, none of these accusations have seemingly affected him. For the first time ever, survivors and people from R. Kelly’s inner circle, are coming forward with new allegations about his sexual, mental, and physical abuse. They are now finally ready to share their full story and shed light on the secret life the public has never seen.",2019,TV-14,59,"['documentation', 'crime', 'music']",['US'],2.0,tt10713450,7.5,4906.0,3.97,7.8
3059,ts252505,Are You Afraid of the Dark?,SHOW,"Each season of this horror anthology series follows a different group of kids, members of the Midnight Society, as they discover terrifying curses and creatures.",2019,TV-PG,42,"['thriller', 'horror', 'family', 'drama', 'fantasy']",['US'],3.0,tt10473306,7.0,2216.0,63.358999999999995,7.5
3060,ts191559,The UnXplained,SHOW,"The show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries.",2019,TV-14,42,['documentation'],['US'],4.0,tt10098498,7.1,1011.0,8.132,8.6
3061,ts89259,The Queen's Gambit,SHOW,"In a Kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction.",2020,TV-MA,56,"['drama', 'sport']",['US'],1.0,tt10048342,8.6,420100.0,82.70200000000001,8.624
3062,ts83555,"Roswell, New Mexico",SHOW,"After reluctantly returning to her tourist-trap hometown of Roswell, New Mexico, the daughter of undocumented immigrants discovers a shocking truth about her teenage crush who is now a police officer—he’s an alien who has kept his unearthly abilities hidden his entire life. She protects his secret as the two reconnect and begin to investigate his origins, but when a violent attack and long-standing government cover-up point to a greater alien presence on Earth, the politics of fear and hatred threaten to expose him and destroy their deepening romance.",2019,TV-14,41,"['scifi', 'drama', 'romance']",['US'],4.0,tt7588054,6.1,12343.0,46.093999999999994,8.1
3063,ts82915,Sex Education,SHOW,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,2019,TV-MA,52,"['drama', 'comedy']",['GB'],4.0,tt7767422,8.3,251168.0,273.962,8.357999999999999
3064,ts82914,Dead to Me,SHOW,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,2019,TV-MA,31,"['thriller', 'crime', 'drama', 'comedy']",['US'],2.0,tt8064302,8.0,74989.0,26.155,7.2989999999999995
3066,ts90234,I Think You Should Leave with Tim Robinson,SHOW,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,2019,TV-MA,16,['comedy'],['US'],3.0,tt10050772,7.9,11900.0,8.873,6.6
3067,ts88613,Formula 1: Drive to Survive,SHOW,"Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.",2019,TV-MA,38,"['documentation', 'sport']",['GB'],6.0,tt8289930,8.6,38345.0,40.781,8.4
3068,ts81120,The Last Dance,SHOW,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",2020,TV-MA,50,"['documentation', 'history', 'sport']",['US'],1.0,tt8420184,9.1,115915.0,27.701999999999998,8.2
3069,ts87953,Locke & Key,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48,"['drama', 'thriller', 'scifi', 'horror', 'fantasy']",['US'],3.0,tt3007572,7.4,72031.0,48.22,8.1
3070,ts235655,Outer Banks,SHOW,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",2020,TV-MA,49,"['thriller', 'action', 'drama', 'romance', 'crime']",['US'],2.0,tt10293938,7.5,45815.0,39.319,8.555
3071,ts84146,Emily in Paris,SHOW,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",2020,TV-MA,29,"['drama', 'comedy', 'romance']",['US'],2.0,tt8962124,6.9,86631.0,42.99100000000001,7.995
3072,tm681578,The Rental,MOVIE,Two couples rent a vacation home for what should be a celebratory weekend get-away.,2020,R,88,"['drama', 'horror', 'thriller']",['US'],,tt10003008,5.7,30613.0,53.31100000000001,5.6
3073,ts221904,Unbelievable,SHOW,"A teenager is charged with lying about her rape allegation, but two determined investigative female detectives discover a far more sinister truth.",2019,TV-MA,48,"['drama', 'crime']",['US'],1.0,tt7909970,8.4,98384.0,20.378,8.1
3075,tm369594,I'm Thinking of Ending Things,MOVIE,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,2020,R,134,"['drama', 'thriller', 'fantasy']",['US'],,tt7939766,6.6,83093.0,17.61,6.6
3076,tm244149,The Irishman,MOVIE,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",2019,R,209,"['crime', 'drama', 'history', 'thriller']",['US'],,tt1302006,7.8,376379.0,21.075,7.6
